series,class,d_mm,P_mm,d2_mm,As_mm2,Dk_mm,Lk_mm,Eb_MPa,Ec_MPa,muG,muK,MA_Nm,FA_N,deltaZ_mm,deltaS_mm_per_N,deltaP_mm_per_N,Phi,F_proof_N,FM_N,Fb_max_N,Fk_residual_N,sigma_b_MPa,SF_yield,SF_ult,pass_fail,fail_reason
M10,10.9,10.0,1.5,9.026,58.0,21.77424763417963,53.92506037263235,210000.0,157468.79389997455,0.13758755229063782,0.14312145628472597,92.02218275277467,8019.340678421649,0.012049337530048769,4.837853889378683e-06,2.3826984252068874e-07,0.04693932912299865,54520.0,40991.28193642809,41367.704407881974,30974.635631713547,713.2362828945168,1.3179363172400753,1.458142308435828,1,ok
M8,10.9,8.0,1.25,7.188,36.6,12.52960565919085,29.269562808159964,210000.0,209992.78893548538,0.12681806428216716,0.07989055690172954,22.28557189893565,6648.902477364816,0.00840002116784669,4.328592611001817e-06,3.0573745953732565e-07,0.06597230988809505,34404.0,24082.8,24521.443454652435,16059.976692916423,669.9847938429626,1.4030169171575648,1.5522740360041143,1,ok
M8,10.9,8.0,1.25,7.188,36.6,12.52960565919085,29.269562808159964,210000.0,209992.78893548538,0.11987672207320259,0.077156743513408,22.285011766476202,6648.902477364816,0.00840002116784669,4.328592611001817e-06,3.0573745953732565e-07,0.06597230988809505,34404.0,24829.466738042218,25268.110192694654,16806.643430958644,690.3855243905643,1.3615580958621374,1.506404701804918,1,ok
M10,10.9,10.0,1.5,9.026,58.0,24.71487140277217,37.44094736221935,210000.0,138766.9922471959,0.13682365855525389,0.1030821355666701,73.04480716428625,23650.233689455592,0.018177285408383745,3.484478436963822e-06,2.0456721692201834e-07,0.05545261189883577,54520.0,38164.00000000001,39475.46723009816,10897.865566967102,680.6115039672097,1.3811109487877347,1.5280376454672808,1,ok
M10,10.9,10.0,1.5,9.026,58.0,24.71487140277217,37.44094736221935,210000.0,138766.9922471959,0.14091160872216507,0.1124334210445682,70.58278820311048,23650.233689455592,0.018177285408383745,3.484478436963822e-06,2.0456721692201834e-07,0.05545261189883577,54520.0,34364.87751616608,35676.344746264236,7098.743083133178,615.1093921769695,1.5281834612753857,1.6907561699217033,1,ok
M20,10.9,20.0,2.5,18.376,245.0,39.93480150967565,96.74600421713504,210000.0,85539.21192786298,0.12231160637207765,0.09946019052150276,493.4990135797683,78155.67182917037,0.012327547082666028,2.074752268554617e-06,2.3778870772123845e-07,0.10282572726740451,230300.0,161210.0,169246.41379590705,85760.00525368673,690.8016889628859,1.3607378427392678,1.5054971877115302,1,ok
M20,10.9,20.0,2.5,18.376,245.0,39.93480150967565,96.74600421713504,210000.0,85539.21192786298,0.11839828697121656,0.10518125155126404,489.7342310334575,78155.67182917037,0.012327547082666028,2.074752268554617e-06,2.3778870772123845e-07,0.10282572726740451,230300.0,153896.8026234299,161933.21641933694,78446.80787711662,660.9519037523957,1.4221912285347478,1.573488167740572,1,ok
M12,8.8,12.0,1.75,10.863,84.3,26.90650710188794,58.36775808728261,210000.0,179522.54145614005,0.12977246183528696,0.12898759469449356,95.05906125199452,13194.673742200079,0.009618210117901874,3.635980234270045e-06,1.631464689686308e-07,0.04294315028491991,53952.0,37766.399999999994,38333.020857471776,22606.65736938811,454.72148110879925,1.4074549511921342,1.7593186889901677,1,ok
M12,8.8,12.0,1.75,10.863,84.3,26.90650710188794,58.36775808728261,210000.0,179522.54145614005,0.1538823311987995,0.13505560885806378,86.7731522617331,13194.673742200079,0.009618210117901874,3.635980234270045e-06,1.631464689686308e-07,0.04294315028491991,53952.0,32699.81443214699,33266.43528961878,17540.07180153511,394.61963570129035,1.621814887296819,2.0272686091210237,1,ok
M24,8.8,24.0,3.0,22.051,353.0,47.55511031473121,130.0126711203224,210000.0,114001.4504556765,0.13887981860946622,0.1623834203167557,861.3010431540021,1764.952490681486,0.010588746137244465,1.915724687984924e-06,1.5446273259423563e-07,0.07461292202762146,225920.0,158144.0,158275.68826256966,151395.86258118832,448.373054568186,1.4273828310587573,1.7842285388234467,1,ok
M24,8.8,24.0,3.0,22.051,353.0,47.55511031473121,130.0126711203224,210000.0,114001.4504556765,0.1407789739242896,0.18706675531199166,853.3593899384855,1764.952490681486,0.010588746137244465,1.915724687984924e-06,1.5446273259423563e-07,0.07461292202762146,225920.0,139123.55141472386,139255.23967729352,132375.41399591218,394.49076395833856,1.6223446997293687,2.0279308746617106,1,ok
M12,10.9,12.0,1.75,10.863,84.3,18.134879155317403,44.08766306154389,210000.0,185251.7734226003,0.16164966289668578,0.14440022724469154,115.2829407386488,17082.106829866254,0.0034006905478787446,2.829331924619776e-06,2.420086896671551e-07,0.07879578335968508,79242.0,55469.399999999994,56815.39798909313,38626.05787742812,673.9667614364547,1.3947275352222668,1.5431028049267634,1,ok
M12,10.9,12.0,1.75,10.863,84.3,18.134879155317403,44.08766306154389,210000.0,185251.7734226003,0.1737218881029679,0.14483150261614078,116.46517938129969,17082.106829866254,0.0034006905478787446,2.829331924619776e-06,2.420086896671551e-07,0.07879578335968508,79242.0,55358.52107883586,56704.519067928995,38515.17895626398,672.65147174293,1.3974547585012105,1.5461201583417647,1,ok
M8,10.9,8.0,1.25,7.188,36.6,15.076152978067569,47.96043731703786,210000.0,201472.12201303488,0.12252060501710679,0.1413975613315063,37.96066546707846,14957.092794522448,0.018870584604517404,6.760400379526133e-06,2.8534428791028315e-07,0.040498811889830406,34404.0,24082.800000000003,24688.544487504107,7053.156424671368,674.5503958334455,1.3935207892637531,1.5417676817386206,1,ok
M8,10.9,8.0,1.25,7.188,36.6,15.076152978067569,47.96043731703786,210000.0,201472.12201303488,0.11659459151998651,0.13919223448896564,37.118845930330764,14957.092794522448,0.018870584604517404,6.760400379526133e-06,2.8534428791028315e-07,0.040498811889830406,34404.0,23945.21448200872,24550.958969512823,6915.570906680085,670.7912286752137,1.4013301901046964,1.5504078699030683,1,ok
M20,10.9,20.0,2.5,18.376,245.0,37.12467587770426,132.8984384862011,210000.0,106263.98815439435,0.12276127844360882,0.16931807456334622,710.0711710187923,18342.390647489316,0.008733021885008897,2.7774234885559005e-06,2.2505985041564088e-07,0.07495790151252996,230300.0,161210.0,162584.90711165886,141333.9168487591,663.6118657618729,1.4164906453576056,1.567181139544585,1,ok
M20,10.9,20.0,2.5,18.376,245.0,37.12467587770426,132.8984384862011,210000.0,106263.98815439435,0.13341514536267998,0.1657051822235188,679.3445742124852,18342.390647489316,0.008733021885008897,2.7774234885559005e-06,2.2505985041564088e-07,0.07495790151252996,230300.0,155878.58357840287,157253.49069006174,136002.50042716198,641.8509824084152,1.4645143900424382,1.6203137932384424,1,ok
M20,10.9,20.0,2.5,18.376,245.0,32.81784334886545,108.37394985865507,210000.0,81245.70469210471,0.130420457729127,0.12468466925593594,508.55885312327405,62977.46178463393,0.010310748342526117,2.300757042928184e-06,3.276309093650326e-07,0.12465089450709935,230300.0,161210.0,169060.19694524127,102159.89403910161,690.0416201846583,1.3622366716785166,1.5071554665379332,1,ok
M20,10.9,20.0,2.5,18.376,245.0,32.81784334886545,108.37394985865507,210000.0,81245.70469210471,0.1321333492838413,0.1082570239593144,489.35091787011646,62977.46178463393,0.010310748342526117,2.300757042928184e-06,3.276309093650326e-07,0.12465089450709935,230300.0,171884.06022553862,179734.2571707799,112833.95426464023,733.6092129419587,1.281336143844707,1.4176484995728675,1,ok
M24,12.9,24.0,3.0,22.051,353.0,54.174464758288174,88.59861952930504,210000.0,100360.89175792172,0.14475606236890734,0.07664881848847029,923.22561488177,118903.710033195,0.01937041765948394,1.35705678577236e-06,1.3259310219990766e-07,0.08900957417611415,388300.0,271810.0,282393.5685980148,150486.5228039242,799.9817807309201,1.3750313150819033,1.5250347312726564,1,ok
M24,12.9,24.0,3.0,22.051,353.0,54.174464758288174,88.59861952930504,210000.0,100360.89175792172,0.13875374576903177,0.08810290349320364,916.513069304343,118903.710033195,0.01937041765948394,1.35705678577236e-06,1.3259310219990766e-07,0.08900957417611415,388300.0,245364.77353167147,255948.3421296863,124041.29633559567,725.0661250132756,1.5171030090253623,1.6826051554644927,1,ok
M24,10.9,24.0,3.0,22.051,353.0,48.036740349365786,154.68628539826108,210000.0,98970.52185334073,0.1502508292269764,0.13439029391258,1103.7343087636925,80122.63730163146,0.0061856666934868385,2.2485671846521124e-06,1.8277673674532922e-07,0.07517518814873228,331820.0,232274.0,238297.23433412277,155630.46222743604,675.0629867822174,1.3924626566783673,1.540596981856917,1,ok
M24,10.9,24.0,3.0,22.051,353.0,48.036740349365786,154.68628539826108,210000.0,98970.52185334073,0.14069386553037402,0.1265798774215548,1114.040690234564,80122.63730163146,0.0061856666934868385,2.2485671846521124e-06,1.8277673674532922e-07,0.07517518814873228,331820.0,247535.09016884677,253558.32450296954,170891.55239628282,718.2955368356078,1.3086535441123484,1.4478720062519599,1,ok
M6,12.9,6.0,1.0,5.35,20.1,13.409313126382786,27.697587300665667,210000.0,153792.8996850577,0.12027030020846538,0.15908777684668843,23.2061496071987,5882.611553222912,0.01886748318755239,7.272586425175472e-06,3.7673197783265216e-07,0.04925039826875305,22110.0,15476.999999999998,15766.720961856594,7417.551972596939,784.4139782018206,1.402320752266073,1.5553011979678264,1,ok
M6,12.9,6.0,1.0,5.35,20.1,13.409313126382786,27.697587300665667,210000.0,153792.8996850577,0.13245282453536406,0.14524163675933832,24.09203256323749,5882.611553222912,0.01886748318755239,7.272586425175472e-06,3.7673197783265216e-07,0.04925039826875305,22110.0,17182.365795044137,17472.086756900735,9122.91776764108,869.2580476070017,1.2654470131489868,1.4034957782197852,1,ok
M12,12.9,12.0,1.75,10.863,84.3,19.914435635874977,64.11771185895127,210000.0,111480.99930494235,0.14911761880346075,0.11976611860893166,124.6968094718968,21455.142957445536,0.008755628517404222,3.960781328529134e-06,3.913965408787682e-07,0.08993119137660985,92730.0,64910.99999999999,66840.48656731856,43373.56266246532,792.8883341318927,1.3873328092339177,1.5386782066048905,1,ok
M12,12.9,12.0,1.75,10.863,84.3,19.914435635874977,64.11771185895127,210000.0,111480.99930494235,0.15451675667192716,0.12455604522542256,132.72224037894358,21455.142957445536,0.008755628517404222,3.960781328529134e-06,3.913965408787682e-07,0.08993119137660985,92730.0,66837.25625925939,68766.74282657795,45299.81892172472,815.7383490697265,1.348471603982389,1.495577597144104,1,ok
M8,10.9,8.0,1.25,7.188,36.6,17.394605459028398,38.06365872710772,210000.0,175901.90864522976,0.09602945205272188,0.1317683986896561,39.46640205513059,7193.5386597407705,0.010387176920600748,5.472763300430357e-06,2.581927705887551e-07,0.045052303208955105,34404.0,24082.8,24406.88548484398,15400.878400658694,666.8547946678683,1.409602221527362,1.5595599046685706,1,ok
M8,10.9,8.0,1.25,7.188,36.6,17.394605459028398,38.06365872710772,210000.0,175901.90864522976,0.0897116485611861,0.1465050932090473,43.154443338270916,7193.5386597407705,0.010387176920600748,5.472763300430357e-06,2.581927705887551e-07,0.045052303208955105,34404.0,24241.478146452497,24565.563631296478,15559.556547111191,671.190263150177,1.4004970745376824,1.5494861250204144,1,ok
M8,10.9,8.0,1.25,7.188,36.6,19.0312858824454,22.062456495526863,210000.0,88204.75775904722,0.1347420953161483,0.056406573223822656,23.51762118505584,10103.071510859569,0.003719931357337618,3.3908998823219964e-06,3.759908805019899e-07,0.09981464931574353,34404.0,24082.8,25091.234539868325,14000.629386130078,685.5528562805553,1.3711561280627427,1.5170238012609067,1,ok
M8,10.9,8.0,1.25,7.188,36.6,19.0312858824454,22.062456495526863,210000.0,88204.75775904722,0.1406638128131014,0.05,22.90833227401762,10103.071510859569,0.003719931357337618,3.3908998823219964e-06,3.759908805019899e-07,0.09981464931574353,34404.0,25101.566393578778,26110.000933447103,15019.395779708857,713.3880036460957,1.3176560233641441,1.4578321960624572,1,ok
M8,8.8,8.0,1.25,7.188,36.6,12.414364451933434,29.114823606524748,210000.0,176762.83041231628,0.12255587957033541,0.100491032323352,17.43736517068072,2572.401833148904,0.011171042844053444,4.308460006053181e-06,3.6697547927222324e-07,0.07849011721454267,23424.0,16396.8,16598.708121406762,11637.00097560505,453.51661533898255,1.4111941621402995,1.7639927026753743,1,ok
M8,8.8,8.0,1.25,7.188,36.6,12.414364451933434,29.114823606524748,210000.0,176762.83041231628,0.11483889726674949,0.09200835050444083,17.424628312192638,2572.401833148904,0.011171042844053444,4.308460006053181e-06,3.6697547927222324e-07,0.07849011721454267,23424.0,17538.48444579375,17740.392567200513,12778.6854213988,484.710179431708,1.3203766439367117,1.6504708049208896,1,ok
M20,8.8,20.0,2.5,18.376,245.0,32.74020627477422,69.20621471639761,210000.0,161579.20945937888,0.10389611387963245,0.1055831445166191,297.2641753711232,63885.65004892816,0.018454139476929067,1.5394793919610808e-06,1.478586969666295e-07,0.08762837627910866,156800.0,109760.0,115358.19578132294,40535.71001581558,470.8497786992773,1.359244559417656,1.69905569927207,1,ok
M20,8.8,20.0,2.5,18.376,245.0,32.74020627477422,69.20621471639761,210000.0,161579.20945937888,0.08960418714042881,0.10192680114584726,270.89075350297287,63885.65004892816,0.018454139476929067,1.5394793919610808e-06,1.478586969666295e-07,0.08762837627910866,156800.0,104314.78722675616,109912.9830080791,35090.49724257174,448.6244204411392,1.426583063335425,1.7832288291692813,1,ok
M20,10.9,20.0,2.5,18.376,245.0,47.40432381610213,106.9674900235091,210000.0,153880.0365413965,0.15544033613781258,0.17373417359312596,907.8770728724002,51848.97187379036,0.014525656478166945,2.273420602983656e-06,1.0923692293169737e-07,0.04584667403668576,230300.0,161210.0,163587.10291263496,105641.72132818481,667.7024608678978,1.407812693663226,1.5575800014997394,1,ok
M20,10.9,20.0,2.5,18.376,245.0,47.40432381610213,106.9674900235091,210000.0,153880.0365413965,0.15212756526847557,0.16465687393318304,875.8937357731925,51848.97187379036,0.014525656478166945,2.273420602983656e-06,1.0923692293169737e-07,0.04584667403668576,230300.0,163038.07008558235,165415.1729982173,107469.79141376716,675.1639714212952,1.3922543852883553,1.5403665539360527,1,ok
M8,10.9,8.0,1.25,7.188,36.6,17.219707876903744,34.70646976316729,210000.0,206750.7442736053,0.08701826605077168,0.1122238806290889,34.19396026155606,7285.364790030364,0.009850401407412756,5.035970565075109e-06,2.1663508680377394e-07,0.04124335637614114,34404.0,24082.8,24383.27289636541,15222.57192839654,666.2096419771971,1.410967270317853,1.561070171415497,1,ok
M8,10.9,8.0,1.25,7.188,36.6,17.219707876903744,34.70646976316729,210000.0,206750.7442736053,0.08656130898043167,0.10431444501587811,36.913123416779506,7285.364790030364,0.009850401407412756,5.035970565075109e-06,2.1663508680377394e-07,0.04124335637614114,34404.0,27540.337324887594,27840.810221253007,18680.109253284136,760.6778748976232,1.2357398986088706,1.3672015899502399,1,ok
M10,8.8,10.0,1.5,9.026,58.0,17.036494545587807,64.60347146007399,210000.0,198807.24857766187,0.13870552218135376,0.08236862017325702,32.55648285348385,7413.829308532404,0.015851677782039383,5.714570727428078e-06,2.6503066596135515e-07,0.04432246374387961,37120.0,25983.999999999996,26312.599180730736,16247.810930426105,453.6655031160472,1.4107310245193772,1.7634137806492216,1,ok
M10,8.8,10.0,1.5,9.026,58.0,17.036494545587807,64.60347146007399,210000.0,198807.24857766187,0.1335775840393009,0.08854338606987482,29.551898599223843,7413.829308532404,0.015851677782039383,5.714570727428078e-06,2.6503066596135515e-07,0.04432246374387961,37120.0,22618.237456069823,22946.836636800563,12882.048386495931,395.6351144275959,1.6176521665068853,2.022065208133607,1,ok
M20,10.9,20.0,2.5,18.376,245.0,46.3353781953152,72.05182839874821,210000.0,202589.42478829128,0.15364652611789867,0.1177143212276603,646.9596748359571,31214.987477941824,0.0160274435879734,1.5947877239795572e-06,7.544717683755455e-08,0.045171596402784,230300.0,161210.0,162620.03081607155,121809.12148298678,663.7552278207002,1.4161847027349088,1.5668426498343673,1,ok
M20,10.9,20.0,2.5,18.376,245.0,46.3353781953152,72.05182839874821,210000.0,202589.42478829128,0.1650809295761884,0.12290531472918285,691.8149035195872,31214.987477941824,0.0160274435879734,1.5947877239795572e-06,7.544717683755455e-08,0.045171596402784,230300.0,165257.95370811157,166667.98452418312,125857.07519109838,680.2774878538087,1.381789073993296,1.5287879116521574,1,ok
M8,8.8,8.0,1.25,7.188,36.6,12.883176077535486,31.052849023065964,210000.0,119142.54153028635,0.14006844034352828,0.06869169685120222,14.319564531290563,4664.699492744133,0.016808500934479203,4.560610073258647e-06,5.284902475854275e-07,0.10384748074641463,23424.0,16396.8,16881.217290760556,8913.674490794812,461.2354451027474,1.3875776608136219,1.7344720760170276,1,ok
M8,8.8,8.0,1.25,7.188,36.6,12.883176077535486,31.052849023065964,210000.0,119142.54153028635,0.1507101917916452,0.06667945422383116,15.062223658182152,4664.699492744133,0.016808500934479203,4.560610073258647e-06,5.284902475854275e-07,0.10384748074641463,23424.0,17302.609026222493,17787.02631698305,9819.483517017306,485.9843256006298,1.3169149009261187,1.6461436261576483,1,ok
M16,8.8,16.0,2.0,14.701,157.0,34.589998446986485,116.75017222221999,210000.0,166823.36482617926,0.16052963620292562,0.10542867286430392,197.716767926544,1689.5332855779802,0.006491597652472571,3.783748020085532e-06,1.520698143684575e-07,0.03863741178192865,100480.0,70336.0,70401.27919327415,67062.38155052358,448.41579103996276,1.427246793686093,1.7840584921076166,1,ok
M16,8.8,16.0,2.0,14.701,157.0,34.589998446986485,116.75017222221999,210000.0,166823.36482617926,0.1454357646778617,0.1200547474798666,199.05832698802305,1689.5332855779802,0.006491597652472571,3.783748020085532e-06,1.520698143684575e-07,0.03863741178192865,100480.0,64861.81186972351,64927.091062997664,61588.1934202471,413.54835071973037,1.5475820394064157,1.9344775492580197,1,ok
M12,12.9,12.0,1.75,10.863,84.3,29.51452390137463,56.24172239008463,210000.0,137367.83949811017,0.11314583277290854,0.1415217421744162,188.0995389980227,5773.684343883189,0.005712767792336046,3.515885578155377e-06,1.8698825389815318e-07,0.050498143436459926,92730.0,64910.99999999999,65202.56034015425,57886.08300589583,773.4586042722924,1.4221834160535762,1.5773306978048756,1,ok
M12,12.9,12.0,1.75,10.863,84.3,29.51452390137463,56.24172239008463,210000.0,137367.83949811017,0.10213306449694302,0.14905686006426716,197.82468951602655,5773.684343883189,0.005712767792336046,3.515885578155377e-06,1.8698825389815318e-07,0.050498143436459926,92730.0,65773.72840646926,66065.28874662353,58748.8114123651,783.6926304463052,1.4036115145979629,1.5567327707359224,1,ok
M24,10.9,24.0,3.0,22.051,353.0,37.24419262889329,112.13087343851404,210000.0,94137.82678386808,0.12411451093750703,0.14780809350279708,954.2412130126787,107111.60431589316,0.007582712219929261,1.674502542000729e-06,2.4424195770334294e-07,0.12729259041055876,331820.0,232273.99999999997,245908.5135764008,134844.99579777263,696.6246843524102,1.349363611589265,1.4929129319711016,1,ok
M24,10.9,24.0,3.0,22.051,353.0,37.24419262889329,112.13087343851404,210000.0,94137.82678386808,0.11506776900625557,0.15198045799156623,940.7468858355401,107111.60431589316,0.007582712219929261,1.674502542000729e-06,2.4424195770334294e-07,0.12729259041055876,331820.0,225790.00677624374,239424.52035264455,128361.00257401641,678.2564315938939,1.3859065041093854,1.5333433662486817,1,ok
M20,8.8,20.0,2.5,18.376,245.0,45.15582589979553,83.27416481185051,210000.0,87503.05223852945,0.18184292421695636,0.15262464390398842,541.0983517280533,40825.693079048215,0.01026666533546148,1.8129089370622063e-06,1.8989025708086178e-07,0.09481242934197884,156800.0,109760.0,113630.78314039457,67678.93194949719,463.79911485875334,1.379907765013539,1.7248847062669237,1,ok
M20,8.8,20.0,2.5,18.376,245.0,45.15582589979553,83.27416481185051,210000.0,87503.05223852945,0.20023027706945057,0.161011362245516,540.6987352892288,40825.693079048215,0.01026666533546148,1.8129089370622063e-06,1.8989025708086178e-07,0.09481242934197884,156800.0,103909.68732236452,107780.4704627591,61828.61927186171,439.92028760309836,1.454809014349018,1.8185112679362723,1,ok
M8,8.8,8.0,1.25,7.188,36.6,16.14606797325456,33.49157048270722,210000.0,151626.8664248284,0.1758519431410548,0.11729044447085245,24.58830654384556,11076.726699760397,0.01497798085872597,4.877904044068074e-06,3.177409220335485e-07,0.061155241381312994,23424.0,16396.8,17074.19989503868,3114.677901056286,466.5081938535158,1.3718944456546047,1.714868057068256,1,ok
M8,8.8,8.0,1.25,7.188,36.6,16.14606797325456,33.49157048270722,210000.0,151626.8664248284,0.1748863741410103,0.1071961175779696,25.211120082021626,11076.726699760397,0.01497798085872597,4.877904044068074e-06,3.177409220335485e-07,0.061155241381312994,23424.0,17957.4240060282,18634.82390106688,4675.301907084486,509.14819401822075,1.2570014143605044,1.5712517679506306,1,ok
M20,10.9,20.0,2.5,18.376,245.0,34.30514578741177,155.02892854953157,210000.0,108444.39792437313,0.1646288767062744,0.19423437273721186,765.1995327976399,35178.262855871,0.010152339258750762,3.2075593498451227e-06,2.4873146895541463e-07,0.07196485538845189,230300.0,161210.0,163741.59859923972,125625.98475324745,668.3330555071009,1.406484375199384,1.5561103725610206,1,ok
