series,class,d_mm,P_mm,d2_mm,As_mm2,Dk_mm,Lk_mm,Eb_MPa,Ec_MPa,muG,muK,MA_Nm,FA_N,deltaZ_mm,deltaS_mm_per_N,deltaP_mm_per_N,Phi,F_proof_N,FM_N,Fb_max_N,Fk_residual_N,sigma_b_MPa,SF_yield,SF_ult,pass_fail,fail_reason
M24,8.8,24.0,3.0,22.051,353.0,52.466837328568,177.43571611230638,210000.0,99943.07044900244,0.1531454938336145,0.09894456010563508,637.1219055433581,95271.86547540281,0.015825056868623018,2.5554528006516443e-06,1.6741182011048563e-07,0.06148371051353521,225920.0,158144.0,164001.66779697413,62917.88763879374,464.59395976479925,1.3775469666544957,1.7219337083181196,1,ok
M12,8.8,12.0,1.75,10.863,84.3,22.19927077792878,90.98964915398486,210000.0,156688.0777317307,0.13614548313516878,0.0666000830811929,51.840705833507585,21462.646808648602,0.01893420872651577,5.478712599784492e-06,2.617087452253868e-07,0.045590511479246906,53952.0,37766.399999999994,38744.89304570471,13983.845721042559,459.60727219104047,1.3924931973965318,1.7406164967456648,1,ok
M8,8.8,8.0,1.25,7.188,36.6,18.036217025387252,43.539838359045625,210000.0,204802.2510100158,0.09176837501741592,0.12616714777998433,26.63364895818609,8051.144614782694,0.005849259448978159,6.185250892407706e-06,2.1969577832788995e-07,0.0343009535632337,23424.0,16396.8,16672.96193756254,7708.576393592472,455.54540813012403,1.404909342906136,1.7561366786326698,1,ok
M20,10.9,20.0,2.5,18.376,245.0,49.41372101053407,149.69325174104296,210000.0,81760.79432774933,0.12882569281581416,0.12565935331627456,705.7850082084699,46195.93979030732,0.018390840772022177,3.1038532894274627e-06,2.1225082310461935e-07,0.06400607939373493,230300.0,161210.0,164166.82098988662,112424.96341535766,670.0686571015781,1.4028413208670676,1.5520797592571811,1,ok
M20,10.9,20.0,2.5,18.376,245.0,40.25608559909458,105.00937742524434,210000.0,117010.00699698296,0.15254136227921522,0.14199815956836803,670.9288735285016,65662.5692881751,0.01257905873162456,2.2353620490815228e-06,1.7574499774126832e-07,0.07288975326618298,230300.0,161210.0,165996.12847423874,95116.42925887914,677.5352182621989,1.3873817547241212,1.5349755584181768,1,ok
M24,8.8,24.0,3.0,22.051,353.0,51.594202410944916,107.89014161455685,210000.0,109128.86752245117,0.1287190646701692,0.13489951671664252,785.7266676342402,45684.93003384957,0.008619706515140407,1.61729585342718e-06,1.3848637035306412e-07,0.07887445747964085,225920.0,158144.0,161747.37407141522,111153.11849684914,458.2078585592499,1.3967460139430212,1.7459325174287765,1,ok
M24,10.9,24.0,3.0,22.051,353.0,46.42390693058596,83.32658167138663,210000.0,178538.61928386407,0.14313793570533603,0.10789265339794113,902.9841049642431,165173.74805922716,0.007357974253945258,1.285937969396825e-06,8.973770886087413e-08,0.06523173323419328,331820.0,232273.99999999997,243048.56987069134,72526.19613592402,688.5228608234883,1.365241524262157,1.5104799842900458,1,ok
M6,10.9,6.0,1.0,5.35,20.1,10.209238661427378,30.877005874073095,210000.0,84546.89040228669,0.09750089987284238,0.08872288249898365,10.157093026774517,3231.3155439434254,0.00799615980065111,8.025824656259912e-06,9.930988279628522e-07,0.11011279003532157,18894.0,13225.8,13581.609170028112,9463.695595328669,675.7019487576175,1.3911459064582177,1.5391401518261132,1,ok
M12,8.8,12.0,1.75,10.863,84.3,27.242392297712755,95.2732239890412,210000.0,184148.29156867779,0.16487925204673468,0.09115741319917339,75.7380667028407,21404.275612956226,0.014716104457235257,5.720681465799085e-06,1.7617393560432643e-07,0.029875912433328145,53952.0,37766.399999999994,38405.87226391149,14506.011554238647,455.5856733560082,1.4047851752789533,1.7559814690986917,1,ok
M8,8.8,8.0,1.25,7.188,36.6,18.295196112412416,17.683821830677836,210000.0,88651.798842247,0.1777090422642794,0.15230735707147086,33.11316076123224,1095.5547729618622,0.012193694124105616,2.8212102303770277e-06,3.5857958853719895e-07,0.1127683302853142,23424.0,16396.8,16520.343882483015,11590.04064546409,451.37551591483646,1.4178881605991946,1.7723602007489934,1,ok
M8,8.8,8.0,1.25,7.188,36.6,13.66475535535644,55.32377929186984,210000.0,156975.57830631133,0.10702451469570695,0.12143380026865838,21.061051318498837,7594.0242280773,0.017052398911279538,7.718420412681477e-06,4.2346951119762114e-07,0.05201120564841345,23424.0,16396.8,16791.77435582556,7103.347099617524,458.79164906627216,1.3949687212104256,1.7437109015130319,1,ok
M8,10.9,8.0,1.25,7.188,36.6,17.230166279685406,31.980254100497,210000.0,162854.1643265701,0.1234969951991,0.1591717872266068,46.51972828411003,10126.430945063268,0.010704202217847847,4.6812716758387975e-06,2.6794324626236514e-07,0.05413853519794434,34404.0,24082.8,24631.03013814886,12341.791073751901,672.9789655231929,1.3967747108844888,1.5453677652339024,1,ok
M20,8.8,20.0,2.5,18.376,245.0,37.16194883985914,153.94477954436775,210000.0,133022.9087399449,0.13069686356606544,0.0763746456131646,266.5335928246107,56307.414105748896,0.01646358204053631,3.186487454701025e-06,1.8448843695778274e-07,0.054728494918721796,156800.0,109760.0,112841.62002677284,51650.28430020368,460.57804092560343,1.389558214095097,1.7369477676188712,1,ok
M20,10.9,20.0,2.5,18.376,245.0,49.421244052477526,104.49490272359299,210000.0,70043.07616059062,0.16130204918279084,0.11681953184339859,680.4180498816028,44268.099048966105,0.017613990916812667,2.2253625407889794e-06,2.2597952838451103e-07,0.0921860442189138,230300.0,161210.0,165290.90093641524,113837.35390843595,674.6567385159806,1.3933011357267193,1.5415246608040298,1,ok
M8,10.9,8.0,1.25,7.188,36.6,12.401610946296442,31.504290574953465,210000.0,207729.5992661997,0.1451995053608005,0.11248623405985118,28.298273125697936,11506.04182524567,0.005891873378273824,4.619345638167248e-06,3.192014203860653e-07,0.06463468234715403,34404.0,24082.8,24826.489358447823,12127.4097209838,678.3193813783558,1.3857778884187342,1.5332010680377484,1,ok
M10,10.9,10.0,1.5,9.026,58.0,23.48540748401998,55.30223719504061,210000.0,195127.49453566456,0.12261538606118724,0.13781372280281967,87.51170388989229,1046.1072546511828,0.01939855468617356,4.9509225940099026e-06,1.7591727612767698e-07,0.0343130038354321,54520.0,38164.0,38199.89508224112,33370.06234024543,658.6188807282952,1.4272290508291472,1.5790619285769287,1,ok
M20,8.8,20.0,2.5,18.376,245.0,30.88633919359957,157.7856794000146,210000.0,113344.98768996522,0.15921576411192223,0.08944020394754774,270.91466506772707,40382.43122125057,0.012256840194235435,3.2611405131198174e-06,2.693165876339382e-07,0.07628377287927925,156800.0,109760.0,112840.524211595,68986.34985781391,460.5735682105918,1.3895717083516341,1.7369646354395427,1,ok
M8,8.8,8.0,1.25,7.188,36.6,16.312100407533407,41.72133085673745,210000.0,158322.0040133168,0.161378484283623,0.10182680286258858,22.10169082575257,7982.272327451364,0.0075704499408803085,5.948650905118066e-06,3.1896271991931854e-07,0.050890616269827264,23424.0,16396.8,16803.02275797759,7612.882429435911,459.09898245840407,1.39403489106619,1.7425436138327375,1,ok
M16,12.9,16.0,2.0,14.701,157.0,33.904409520216376,37.75192120762458,210000.0,204327.88840003248,0.1776422091637168,0.1179069559083647,369.28762758981907,43703.06446477197,0.015997376353266687,1.3876833851266175e-06,8.953293990941084e-08,0.06060922722826475,172700.0,120889.99999999999,123538.80896471685,69006.3378097118,786.8713946797252,1.397941274060071,1.5504439585029879,1,ok
M12,8.8,12.0,1.75,10.863,84.3,25.814174073080558,31.025223172044125,210000.0,89660.30591976736,0.16623861291596603,0.07762929602089168,65.32605771841229,9745.53614750009,0.010641740786519617,2.0914660324263755e-06,2.7689230414798373e-07,0.11691317984781234,53952.0,37766.399999999994,38905.78162032603,24666.947046578483,461.51579620790073,1.3867347667374246,1.7334184584217807,1,ok
M24,12.9,24.0,3.0,22.051,353.0,37.181174579010246,109.20567197810287,210000.0,187857.75966364355,0.15296878623616492,0.12609983748665635,1015.6225291717958,94764.3945940345,0.004872611703458697,1.6350421149076334e-06,1.2191786756813492e-07,0.06939137418277333,388300.0,271810.0,278385.83156447863,180848.1172864109,788.6284180296846,1.3948267331631907,1.546989649508266,1,ok
M20,8.8,20.0,2.5,18.376,245.0,43.855733384683205,145.1067214937999,210000.0,103003.85057471946,0.17106795647034972,0.07799443379264438,316.62975554398577,20792.59255134615,0.008107756792785194,3.0147079007541287e-06,1.9345999360025253e-07,0.060302328297934936,156800.0,109760.0,111013.84174219647,87694.02584725508,453.1177213967203,1.4124364812464656,1.7655456015580822,1,ok
M8,10.9,8.0,1.25,7.188,36.6,13.067059544811055,44.59255393590942,210000.0,102974.85134919682,0.09871740648010255,0.1512217057123317,35.12644846063677,7641.678150039005,0.01709592947723802,6.3222162289759855e-06,6.536009026329604e-07,0.09369524606247953,34404.0,24082.8,24798.78891459818,14706.368556915477,677.5625386502235,1.3873258133080673,1.5349136657876488,1,ok
M20,10.9,20.0,2.5,18.376,245.0,37.90113611620362,94.04528198000035,210000.0,116533.14748007208,0.1497405187257229,0.09125849331031753,458.5219899803471,24772.413204179767,0.009843673541137212,2.02226009679301e-06,1.8506394362839998e-07,0.08384085899461713,230300.0,161210.0,163286.940402408,134054.97646581384,666.4773077649306,1.4104006078651699,1.5604432257231666,1,ok
M20,10.9,20.0,2.5,18.376,245.0,38.56453205275776,53.57214021333838,210000.0,134638.51878966048,0.16082121435605778,0.1105135145779606,538.865479823918,111669.90354515436,0.01731178297373624,1.2356101110464214e-06,1.3081358948849291e-07,0.09573428025090847,230300.0,161210.0,171900.63784158372,47561.323653918414,701.6352564962601,1.3397274314492924,1.4822516262843235,1,ok
M8,10.9,8.0,1.25,7.188,36.6,14.169928491837897,18.79834744327693,210000.0,181857.54664821178,0.1115293207415675,0.14223242765739247,36.03164621020968,10303.961753729776,0.004181369433958708,2.9662174659480787e-06,2.5889404617370615e-07,0.08027444793788883,34404.0,24082.8,24909.94484135378,13309.479255665705,680.5995858293383,1.3811351337432447,1.5280644032903983,1,ok
M12,12.9,12.0,1.75,10.863,84.3,27.721206798945655,67.35448183736523,210000.0,89646.53527299679,0.16278432779788493,0.05756685122414921,96.52463260835093,32229.03964770918,0.018333171008041053,4.143618699506594e-06,3.2711253947301334e-07,0.07316756968546223,92730.0,64910.99999999999,67269.12050431927,30939.371145367113,797.9729597190899,1.3784928256055602,1.5288738611261667,1,ok
M20,12.9,20.0,2.5,18.376,245.0,38.56475775594791,104.11008001140692,210000.0,144774.260415115,0.1594883121713559,0.06276879388741179,428.3851457760422,68158.53527442353,0.01313370065951323,2.217882993418988e-06,1.4952821898247353e-07,0.06316106732923456,269500.0,188650.0,192954.96583552987,119248.72486861255,787.5712891246118,1.3966989594334422,1.5490661186443633,1,ok
M8,12.9,8.0,1.25,7.188,36.6,13.833106792870584,40.37126463734061,210000.0,170218.5671255882,0.14591164749204763,0.09476098525685217,31.762248808787835,11128.385080724242,0.0042074206618007565,5.77299826142865e-06,3.6112765219878096e-07,0.05887190078646873,40260.0,28182.0,28837.149182386016,17022.860238414745,787.9002508848638,1.3961158138541365,1.5484193571836788,1,ok
M8,8.8,8.0,1.25,7.188,36.6,15.09419966583738,56.389792257647834,210000.0,124454.20122298937,0.12993290677692548,0.07398256941335357,16.33231741159843,11238.271227523524,0.018984008590317104,7.857115828473567e-06,4.7651420951532075e-07,0.05717966928494891,23424.0,16396.8,17039.40063212435,3523.1294809446977,465.55739432033744,1.374696241124748,1.718370301405935,1,ok
M8,12.9,8.0,1.25,7.188,36.6,13.121800334902654,55.98280172703722,210000.0,170268.37512498372,0.12517697894811192,0.13274684720977523,38.13577645920419,7340.888017290398,0.01764242549533735,7.804163638698571e-06,4.10253407178274e-07,0.049943094547920126,40260.0,28182.0,28548.62666431323,19059.99944693038,780.0171219757713,1.4102254540435177,1.5640682308482652,1,ok
M6,8.8,6.0,1.0,5.35,20.1,12.959885546217379,43.08299405488027,210000.0,142956.0286390549,0.17632565399324895,0.09910080084486547,9.500100235973639,2368.9753956751924,0.012913020190494146,1.09175536732718e-05,4.7216142123588833e-07,0.041455068657825556,12864.0,9004.8,9103.006037676414,5600.286726253846,452.8858725212146,1.41315955924419,1.7664494490552374,1,ok
M12,8.8,12.0,1.75,10.863,84.3,18.594655337957718,87.8712238066365,210000.0,91956.9121030632,0.13329600361472646,0.13835339788205522,75.62071423007598,26450.971337352104,0.01300299767265009,5.302560233103795e-06,5.449885425220226e-07,0.09319948638884107,53952.0,37766.399999999994,40231.61694312717,11556.979216389796,477.2433801082701,1.3410348402419034,1.6762935503023793,1,ok
M6,10.9,6.0,1.0,5.35,20.1,10.185441111015308,14.4937420213164,210000.0,185493.94864038425,0.13399362358094388,0.1325292306780858,13.976725427564642,6177.007089296671,0.013028012560656176,4.1444543997432834e-06,3.628138477210184e-07,0.08049528623576602,18894.0,13225.8,13723.01995373329,4655.567511425851,682.7373111310094,1.376810648363152,1.5232798662741256,1,ok
M16,12.9,16.0,2.0,14.701,157.0,32.284045336153355,102.7647427719257,210000.0,133137.21834467066,0.08673243140475509,0.06997864524418923,221.54915766605222,5021.9216778112495,0.010720062274034593,3.359561503546427e-06,2.0167108825084993e-07,0.0566295750284232,172700.0,120889.99999999999,121174.38929044046,113142.25640128444,771.8113967543978,1.4252186539686933,1.5806970525834598,1,ok
M10,10.9,10.0,1.5,9.026,58.0,23.41435258988351,66.27388969403569,210000.0,122446.47633347494,0.10104655443727494,0.05898803060512124,45.252444124288,5931.274392089745,0.015437897383515777,5.8517150816121255e-06,2.94497152698316e-07,0.04791522672359465,54520.0,38164.0,38448.19835725683,30005.14975448564,662.8999716768419,1.418011827066787,1.5688641490951687,1,ok
M8,8.8,8.0,1.25,7.188,36.6,13.818683442574816,16.54488540278792,210000.0,128212.8772698864,0.11942176986603602,0.12948377213234133,22.53050703450904,5046.377182164871,0.011887510859019117,2.673026984489711e-06,3.61139690840481e-07,0.11902434160153054,23424.0,16396.8,16997.44172158016,8033.181268310724,464.4109759994579,1.3780897374844712,1.7226121718555891,1,ok
M10,10.9,10.0,1.5,9.026,58.0,15.514631038592785,29.983229515483497,210000.0,202436.66725079034,0.1785230110010297,0.15019163244479714,70.52880878390464,25669.30284037177,0.008490650667182978,2.8721863313204845e-06,2.424408344153921e-07,0.07783944000825918,54520.0,38164.0,40162.08415849695,11766.724485195411,692.4497268706372,1.3574992718216639,1.5019140879729047,1,ok
M6,8.8,6.0,1.0,5.35,20.1,13.90975395755142,31.42743681360185,210000.0,122533.1899758137,0.1684044544850109,0.12809123927060997,12.036764579771704,6075.468991749042,0.019065423488409974,8.156227627008257e-06,4.676818850841632e-07,0.05423084326527094,12864.0,9004.8,9334.277806654556,1048.0454179013473,464.3919306793311,1.378146254746034,1.7226828184325425,1,ok
M8,10.9,8.0,1.25,7.188,36.6,19.05532344939946,19.34792735618254,210000.0,169479.18791894207,0.15264454108696202,0.13686734112280657,45.44826437844961,11053.305398981764,0.017903134964747065,3.0377214879238278e-06,1.8426779708788994e-07,0.05719069208115625,34404.0,24082.8,24714.946185552148,8105.093765129263,675.2717537036106,1.3920321631172266,1.5401206911084209,1,ok
M12,10.9,12.0,1.75,10.863,84.3,22.01828648816996,63.536369934375095,210000.0,91440.92299253795,0.15203227838926384,0.0937342699020933,96.50615345366714,19761.245692663262,0.018365410382265534,3.927942717865622e-06,4.2124419332510935e-07,0.09685584959368419,79242.0,55469.399999999994,57383.392240592424,33399.42382819271,680.7045342893526,1.3809221955328221,1.527828812078867,1,ok
M6,8.8,6.0,1.0,5.35,20.1,14.309155632622215,12.703443532894157,210000.0,123135.52994774202,0.11681090104684881,0.15409055325296667,13.849295819170942,3380.7025884059403,0.010789721709408517,3.7203135590841404e-06,3.1678772708502795e-07,0.07846910558581251,12864.0,9004.8,9270.080708363854,3216.737295618589,461.1980451922315,1.3876901835809867,1.7346127294762335,1,ok
M20,10.9,20.0,2.5,18.376,245.0,44.05799295017598,75.68128741619469,210000.0,173791.54880315386,0.18272693902680498,0.1673224477151838,840.038017702692,70760.25646104195,0.003114862318921059,1.665331145115543e-06,9.574009937338153e-08,0.0543646940309709,230300.0,161210.0,165056.85969205757,92527.87165432975,673.7014681308472,1.3952767575347365,1.5437104551448149,1,ok
M8,8.8,8.0,1.25,7.188,36.6,16.47250305778214,49.37679856049276,210000.0,181117.0337044875,0.1253630495575787,0.12313337572756301,24.91565679068131,3305.3112708331014,0.015109538119627952,6.944678449192397e-06,2.8674655184950044e-07,0.0396528418407418,23424.0,16396.8,16527.864985056767,11133.126233823747,451.58101052067667,1.4172429422177755,1.7715536777722192,1,ok
M24,12.9,24.0,3.0,22.051,353.0,40.24921078160994,55.3735041175205,210000.0,202869.36634642803,0.18833609344254026,0.1280127518886661,1122.6687472305575,173521.47724861422,0.01880155364795898,9.088561192165182e-07,8.287361946233819e-08,0.0835647215467585,388300.0,271810.0,286310.27392866265,93830.45257210056,811.0772632540019,1.356220978981527,1.5041723585067843,1,ok
M8,10.9,8.0,1.25,7.188,36.6,13.908097511643515,34.214790959401725,210000.0,180764.52144318202,0.0960556331760834,0.13248464972308574,33.1892004864882,14907.631847600413,0.00843424077970838,4.971999864611206e-06,3.243935808425519e-07,0.0612480141785917,34404.0,24082.8,24995.862846771055,8495.781180898919,682.947072316149,1.376387773084788,1.5228120042640207,1,ok
M16,10.9,16.0,2.0,14.701,157.0,26.37233739980365,99.21638498783325,210000.0,90157.63540854226,0.16627073450864607,0.05,152.29401942172314,21098.30396163301,0.016319607403269418,3.2519376702406203e-06,3.769777016491734e-07,0.10388164589599082,147580.0,103306.0,105497.72654114834,79902.3192495,671.9600416633652,1.3988927045023845,1.5477110773217873,1,ok
M12,8.8,12.0,1.75,10.863,84.3,26.752462603393745,31.191731270534746,210000.0,180440.45193259086,0.11696546870527953,0.08351228130323333,67.13464099595306,5364.3236876709525,0.00669379640337424,2.1008716754524515e-06,1.3106983826091676e-07,0.05872458460743927,53952.0,37766.399999999994,38081.41768025832,29718.002680271788,451.7368645344996,1.4167539783575103,1.770942472946888,1,ok
M24,10.9,24.0,3.0,22.051,353.0,49.64680139588731,128.55838406761214,210000.0,196550.43923894607,0.17009516600167657,0.0702719045691481,720.2996655427172,13270.62452212629,0.004632379829256249,1.8961066244113332e-06,8.467897322847734e-08,0.04275019635107197,331820.0,232273.99999999997,232841.3218040222,217232.03941060693,659.6071439207428,1.4250906902138536,1.5766960827897953,1,ok
M16,12.9,16.0,2.0,14.701,157.0,29.69680281834151,125.73124148631048,210000.0,149691.04242307984,0.13380041802489906,0.14377224536674252,375.89342811648777,52805.53232720423,0.00509533462524713,4.0561492716503025e-06,2.0592582337819657e-07,0.04831585994775149,172700.0,120889.99999999999,123441.34470438765,69440.30678151932,786.2506032126602,1.3990450315781555,1.551668125932136,1,ok
M24,8.8,24.0,3.0,22.051,353.0,51.81918685520576,116.65676307899636,210000.0,74337.3964954813,0.09948656047181526,0.11825109464102306,693.06942672409,37099.3052901508,0.017218001322452957,1.7355559568190525e-06,2.0672363879521174e-07,0.1064335120762227,225920.0,158144.0,162092.60935761873,116128.46227984283,459.1858622028859,1.3937711342628913,1.742213917828614,1,ok
M12,8.8,12.0,1.75,10.863,84.3,23.70942116628767,75.32595562757676,210000.0,191650.7078991112,0.1434485160577762,0.1189106094040196,81.69027708003817,5145.829837451223,0.015424110152332686,4.593908130123525e-06,1.9068718374215327e-07,0.03985440172746584,53952.0,37766.399999999994,37971.483969562956,29601.951992113838,450.4327873020517,1.4208557148634657,1.776069643579332,1,ok
M8,8.8,8.0,1.25,7.188,36.6,12.716538774792232,17.560863991351873,210000.0,72952.20422498365,0.1036878257584862,0.09485128505217161,16.688292458415173,2718.7142032146576,0.009647941950262438,2.805212593202169e-06,7.304872909057388e-07,0.206603307647546,23424.0,16396.8,16958.495346932512,11511.059174518052,463.3468674025276,1.3812546172757587,1.7265682715946984,1,ok
M8,8.8,8.0,1.25,7.188,36.6,14.95478485181093,36.67660514382931,210000.0,169520.72035847296,0.16789507038382318,0.08147604502013671,18.0158420241491,5234.522527781952,0.017549147569899948,5.292298353347556e-06,3.214412784291737e-07,0.057259741190996166,23424.0,16396.8,16696.527405199235,8335.898445518924,456.1892733660993,1.4029264547971727,1.753658068496466,1,ok
M24,10.9,24.0,3.0,22.051,353.0,54.20791372082252,114.9309752820068,210000.0,152016.9342610311,0.1172018771781192,0.18353400614322724,1547.267523117627,84371.00627755934,0.019811903772859206,1.712275398381314e-06,9.500350471073992e-08,0.05256715194771512,331820.0,232273.99999999997,236709.14350697407,141375.85368869323,670.5641459121078,1.4018047426639593,1.5509329067771465,1,ok
M8,12.9,8.0,1.25,7.188,36.6,12.142167483949393,45.40634536707036,210000.0,104980.13818380027,0.14243194589193214,0.10492236169114111,31.04706797663677,11291.109614108733,0.01955853980065846,6.428095936386984e-06,7.02381434418604e-07,0.09850412502455642,40260.0,28182.0,29294.22087309414,15260.16169424276,800.388548445195,1.3743325065517478,1.5242596890846658,1,ok
M20,10.9,20.0,2.5,18.376,245.0,35.557516594899504,141.37380020675482,210000.0,122951.77613914368,0.1227666223887265,0.09743286211533346,446.2669749143538,147.92174798591154,0.011733983917740436,2.9421535511516974e-06,2.0710579385447322e-07,0.06576333390353643,230300.0,161210.0,161219.7278273044,157345.8557423457,658.0397054175689,1.4284852300873074,1.5804517439263828,1,ok
M12,10.9,12.0,1.75,10.863,84.3,20.023999572572848,48.96638035355407,210000.0,149548.73864220007,0.1679676191051726,0.10011500357025958,96.13900535174155,22536.41288880043,0.006102014786125969,3.1049189602640272e-06,2.7192014643459833e-07,0.08052505252476824,79242.0,55469.399999999994,57284.14583159051,32940.71324379956,679.5272340639444,1.383314682442212,1.5304758188722347,1,ok
M8,10.9,8.0,1.25,7.188,36.6,19.749626864369237,58.54482025648159,210000.0,140300.0675360149,0.12869360560674187,0.11322438333831371,39.59001422275963,2588.4474533510956,0.003296691989887821,8.137499382836532e-06,3.079726415607528e-07,0.03646600695272937,34404.0,24082.8,24177.190342830676,21198.392654422933,660.5789711155923,1.4229941325751239,1.5743764871043924,1,ok
M10,10.9,10.0,1.5,9.026,58.0,16.87805164772645,52.05950445697475,210000.0,92121.14151850737,0.08086284138788548,0.0882501535109015,46.537787339202865,4044.6332409446527,0.01460940820276686,4.684688379061966e-06,5.53716540404507e-07,0.10570327206796044,54520.0,38164.0,38591.53096788269,31757.99377098825,665.3712235841842,1.4127451964881512,1.5630372386677418,1,ok
M20,8.8,20.0,2.5,18.376,245.0,33.20328917161868,151.7056255544054,210000.0,196906.75659232697,0.1826789697706509,0.1285341873920142,374.313680333611,78144.61705132984,0.005767481868398481,3.1429664830788222e-06,1.4178115540850729e-07,0.04316348499569952,156800.0,109760.0,113132.99400558976,33232.53982363198,461.76732247179496,1.3859794074949763,1.7324742593687203,1,ok
